,name,f1,tn,fn,fp,tp,tnr,fnr,fpr,tpr
32,CBTX,0.30769230769230765,86,15,66,18,0.8514851485148515,0.1485148514851485,0.7857142857142857,0.21428571428571427
33,CAN,0.4,11,0,6,2,1.0,0.0,0.75,0.25
34,CANG,0.0,62,0,59,0,1.0,0.0,1.0,0.0
35,CAT,0.6545454545454547,0,95,0,90,0.0,1.0,0.0,1.0
36,CASS,0.49079754601226994,62,35,48,40,0.6391752577319587,0.36082474226804123,0.5454545454545454,0.45454545454545453
37,CCI,0.7152777777777777,0,82,0,103,0.0,1.0,0.0,1.0
38,CCB,0.0,78,0,60,0,1.0,0.0,1.0,0.0
39,CE,0.0,98,0,87,0,1.0,0.0,1.0,0.0
40,CDXC,0.452054794520548,72,29,51,33,0.7128712871287128,0.2871287128712871,0.6071428571428571,0.39285714285714285
41,CDR,0.3111111111111111,71,33,60,21,0.6826923076923077,0.3173076923076923,0.7407407407407407,0.25925925925925924
42,CCF,0.4074074074074074,56,39,57,33,0.5894736842105263,0.4105263157894737,0.6333333333333333,0.36666666666666664
43,CCX,0.0,90,0,72,0,1.0,0.0,1.0,0.0
44,CDXS,0.5544554455445544,39,57,33,56,0.40625,0.59375,0.3707865168539326,0.6292134831460674
45,CEE,0.6832740213523132,0,89,0,96,0.0,1.0,0.0,1.0
46,CEMI,0.3835616438356164,67,38,52,28,0.638095238095238,0.3619047619047619,0.65,0.35
47,CCOI,0.6063348416289593,31,55,32,67,0.36046511627906974,0.6395348837209303,0.32323232323232326,0.6767676767676768
48,CFMS,0.5221674876847291,35,72,25,53,0.32710280373831774,0.6728971962616822,0.32051282051282054,0.6794871794871795
49,CETXP,0.0,83,0,40,0,1.0,0.0,1.0,0.0
50,CEVA,0.3087248322147651,59,25,78,23,0.7023809523809523,0.2976190476190476,0.7722772277227723,0.22772277227722773
51,CETV,0.0,108,0,77,0,1.0,0.0,1.0,0.0
52,CHDN,0.7108013937282229,0,83,0,102,0.0,1.0,0.0,1.0
53,CHD,0.6832740213523132,0,89,0,96,0.0,1.0,0.0,1.0
54,CHNR,0.0,106,0,71,0,1.0,0.0,1.0,0.0
55,CL,0.5106382978723404,45,45,47,48,0.5,0.5,0.49473684210526314,0.5052631578947369
56,CINF,0.41176470588235287,50,41,59,35,0.5494505494505495,0.45054945054945056,0.6276595744680851,0.3723404255319149
57,CLB,0.6142322097378278,0,103,0,82,0.0,1.0,0.0,1.0
58,CHN,0.44025157232704404,61,20,69,35,0.7530864197530864,0.24691358024691357,0.6634615384615384,0.33653846153846156
59,CHY,0.6280991735537191,19,71,19,76,0.2111111111111111,0.7888888888888889,0.2,0.8
60,CHSCM,0.3428571428571428,69,22,70,24,0.7582417582417582,0.24175824175824176,0.7446808510638298,0.2553191489361702
61,CIB,0.6090225563909775,0,104,0,81,0.0,1.0,0.0,1.0
62,CLMT,0.0,100,0,85,0,1.0,0.0,1.0,0.0
63,CLPT,0.28571428571428575,6,1,4,1,0.8571428571428571,0.14285714285714285,0.8,0.2
64,CMCT,0.0,96,0,89,0,1.0,0.0,1.0,0.0
65,CMCSA,0.6106194690265487,28,61,27,69,0.3146067415730337,0.6853932584269663,0.28125,0.71875
66,CLH,0.6785714285714285,0,90,0,95,0.0,1.0,0.0,1.0
67,CMD,0.0,100,0,85,0,1.0,0.0,1.0,0.0
68,CNP,0.6832740213523132,0,89,0,96,0.0,1.0,0.0,1.0
69,CMSA,0.22857142857142856,67,18,63,12,0.788235294117647,0.21176470588235294,0.84,0.16
70,CNA,0.3246753246753246,56,32,72,25,0.6363636363636364,0.36363636363636365,0.7422680412371134,0.25773195876288657
71,CNST,0.6547619047619048,18,44,14,55,0.2903225806451613,0.7096774193548387,0.2028985507246377,0.7971014492753623
72,CNOB,0.0,92,0,93,0,1.0,0.0,1.0,0.0
73,CNFRL,0.10810810810810811,52,1,32,2,0.9811320754716981,0.018867924528301886,0.9411764705882353,0.058823529411764705
74,CNTY,0.25210084033613445,81,33,56,15,0.7105263157894737,0.2894736842105263,0.7887323943661971,0.2112676056338028
75,CMTL,0.6690647482014388,0,92,0,93,0.0,1.0,0.0,1.0
76,CPTA,0.4276729559748428,60,34,57,34,0.6382978723404256,0.3617021276595745,0.6263736263736264,0.37362637362637363
77,COWNZ,0.5953488372093023,28,62,25,64,0.3111111111111111,0.6888888888888889,0.2808988764044944,0.7191011235955056
78,COST,0.6879432624113475,0,88,0,97,0.0,1.0,0.0,1.0
79,CORE,0.3597122302158274,71,26,63,25,0.7319587628865979,0.26804123711340205,0.7159090909090909,0.2840909090909091
80,CPAH,0.5614035087719299,21,91,9,64,0.1875,0.8125,0.1232876712328767,0.8767123287671232
81,COP,0.6245353159851301,0,101,0,84,0.0,1.0,0.0,1.0
82,COUP,0.6879432624113475,0,88,0,97,0.0,1.0,0.0,1.0
83,CPG,0.0,106,0,79,0,1.0,0.0,1.0,0.0
84,COWNL,0.6298342541436465,15,48,19,57,0.23809523809523808,0.7619047619047619,0.25,0.75
85,CPE,0.5394190871369294,9,96,15,65,0.08571428571428572,0.9142857142857143,0.1875,0.8125
86,CSWI,0.6879432624113475,0,88,0,97,0.0,1.0,0.0,1.0
87,CSGP,0.482051282051282,37,60,41,47,0.38144329896907214,0.6185567010309279,0.4659090909090909,0.5340909090909091
88,CSL,0.5560975609756098,37,52,39,57,0.4157303370786517,0.5842696629213483,0.40625,0.59375
89,CRSP,0.6594202898550725,0,94,0,91,0.0,1.0,0.0,1.0
90,CSPI,0.2857142857142857,89,15,65,16,0.8557692307692307,0.14423076923076922,0.8024691358024691,0.19753086419753085
91,CRON,0.303030303030303,79,19,50,15,0.8061224489795918,0.19387755102040816,0.7692307692307693,0.23076923076923078
92,CSTM,0.4228571428571428,47,45,56,37,0.5108695652173914,0.4891304347826087,0.6021505376344086,0.3978494623655914
93,CRMD,0.0,103,0,82,0,1.0,0.0,1.0,0.0
94,CSWC,0.4216867469879518,54,38,58,35,0.5869565217391305,0.41304347826086957,0.6236559139784946,0.3763440860215054
95,CSU,0.5991902834008097,12,92,7,74,0.11538461538461539,0.8846153846153846,0.08641975308641975,0.9135802469135802
96,CSIQ,0.0,86,0,99,0,1.0,0.0,1.0,0.0
97,CRVS,0.0,108,0,77,0,1.0,0.0,1.0,0.0
98,CRC,0.41975308641975306,57,51,43,34,0.5277777777777778,0.4722222222222222,0.5584415584415584,0.44155844155844154
99,CSTR,0.6594202898550725,0,94,0,91,0.0,1.0,0.0,1.0
100,CRH,0.5306122448979591,41,42,50,52,0.4939759036144578,0.5060240963855421,0.49019607843137253,0.5098039215686274
101,CTB,0.0,99,0,86,0,1.0,0.0,1.0,0.0
102,CUBE,0.6499999999999999,23,67,17,78,0.25555555555555554,0.7444444444444445,0.17894736842105263,0.8210526315789474
103,CTSO (3),0.3157894736842105,57,32,72,24,0.6404494382022472,0.3595505617977528,0.75,0.25
104,CTSO (2),0.0,89,0,96,0,1.0,0.0,1.0,0.0
105,CULP,0.0,117,0,68,0,1.0,0.0,1.0,0.0
106,CUZ,0.10169491525423728,73,11,95,6,0.8690476190476191,0.13095238095238096,0.9405940594059405,0.0594059405940594
107,CTSO (1),0.0,89,0,96,0,1.0,0.0,1.0,0.0
108,CTIC,0.20183486238532108,87,22,65,11,0.7981651376146789,0.2018348623853211,0.8552631578947368,0.14473684210526316
109,CTSO,0.3157894736842105,57,32,72,24,0.6404494382022472,0.3595505617977528,0.75,0.25
110,CUE,0.0,76,0,100,0,1.0,0.0,1.0,0.0
111,CWCO,0.0,87,0,98,0,1.0,0.0,1.0,0.0
112,CVR,0.03278688524590164,108,2,57,1,0.9818181818181818,0.01818181818181818,0.9827586206896551,0.017241379310344827
113,CVX,0.0,99,0,86,0,1.0,0.0,1.0,0.0
114,CVEO,0.453125,86,31,39,29,0.7350427350427351,0.26495726495726496,0.5735294117647058,0.4264705882352941
115,CYCN,0.5063291139240507,17,21,18,20,0.4473684210526316,0.5526315789473685,0.47368421052631576,0.5263157894736842
116,CVNA,0.5,38,53,45,49,0.4175824175824176,0.5824175824175825,0.4787234042553192,0.5212765957446809
117,CYOU,0.0,99,0,86,0,1.0,0.0,1.0,0.0
118,CVU,0.3779527559055118,82,34,45,24,0.7068965517241379,0.29310344827586204,0.6521739130434783,0.34782608695652173
119,CYBR,0.48275862068965514,53,38,52,42,0.5824175824175825,0.4175824175824176,0.5531914893617021,0.44680851063829785
120,CWST,0.5,50,39,51,45,0.5617977528089888,0.43820224719101125,0.53125,0.46875
121,CVCY,0.27586206896551724,60,38,67,20,0.6122448979591837,0.3877551020408163,0.7701149425287356,0.22988505747126436
122,DAC,0.4581005586592179,47,48,49,41,0.49473684210526314,0.5052631578947369,0.5444444444444444,0.45555555555555555
123,DCO,0.6245353159851301,0,101,0,84,0.0,1.0,0.0,1.0
124,DEA,0.770764119601329,0,69,0,116,0.0,1.0,0.0,1.0
125,DBD,0.0,101,0,84,0,1.0,0.0,1.0,0.0
126,DD,0.2479338842975207,79,22,69,15,0.7821782178217822,0.21782178217821782,0.8214285714285714,0.17857142857142858
127,DCAR,0.0,116,0,69,0,1.0,0.0,1.0,0.0
128,DE,0.6351931330472103,26,63,22,74,0.29213483146067415,0.7078651685393258,0.22916666666666666,0.7708333333333334
129,DEX,0.6116504854368932,42,47,33,63,0.47191011235955055,0.5280898876404494,0.34375,0.65625
130,DDOG,0.1739130434782609,13,6,13,2,0.6842105263157895,0.3157894736842105,0.8666666666666667,0.13333333333333333
131,DEI,0.6057692307692307,40,49,33,63,0.449438202247191,0.550561797752809,0.34375,0.65625
132,DHR,0.3896103896103896,61,22,72,30,0.7349397590361446,0.26506024096385544,0.7058823529411765,0.29411764705882354
133,DIS,0.5576923076923077,35,59,33,58,0.3723404255319149,0.6276595744680851,0.3626373626373626,0.6373626373626373
134,DHCNI,0.5268817204301075,48,52,36,49,0.48,0.52,0.4235294117647059,0.5764705882352941
135,DLX,0.2644628099173554,80,16,73,16,0.8333333333333334,0.16666666666666666,0.8202247191011236,0.1797752808988764
136,DLR,0.6925795053003534,0,87,0,98,0.0,1.0,0.0,1.0
137,DIT,0.1492537313432836,66,24,33,5,0.7333333333333333,0.26666666666666666,0.868421052631579,0.13157894736842105
138,DIOD,0.6,45,34,46,60,0.569620253164557,0.43037974683544306,0.4339622641509434,0.5660377358490566
139,DTF,0.6042553191489362,21,81,12,71,0.20588235294117646,0.7941176470588235,0.14457831325301204,0.8554216867469879
140,DRUA,0.0,94,0,91,0,1.0,0.0,1.0,0.0
141,DNP,0.2875816993464052,54,39,70,22,0.5806451612903226,0.41935483870967744,0.7608695652173914,0.2391304347826087
142,DOV,0.6785714285714285,0,90,0,95,0.0,1.0,0.0,1.0
143,DOOO,0.48120300751879697,36,29,40,32,0.5538461538461539,0.4461538461538462,0.5555555555555556,0.4444444444444444
144,DTE,0.5865384615384616,38,50,36,61,0.4318181818181818,0.5681818181818182,0.3711340206185567,0.6288659793814433
145,DSGX,0.6925795053003534,0,87,0,98,0.0,1.0,0.0,1.0
146,DNK,0.0,7,0,7,0,1.0,0.0,1.0,0.0
147,DNKN,0.33333333333333337,80,23,61,21,0.7766990291262136,0.22330097087378642,0.7439024390243902,0.25609756097560976
148,DUK,0.6026200873362444,25,55,36,69,0.3125,0.6875,0.34285714285714286,0.6571428571428571
149,DTYL,0.7727272727272727,1,10,0,17,0.09090909090909091,0.9090909090909091,0.0,1.0
150,EBTC,0.0,87,0,98,0,1.0,0.0,1.0,0.0
151,DXYN,0.02531645569620253,107,0,77,1,1.0,0.0,0.9871794871794872,0.01282051282051282
152,DZSI,0.5592417061611374,33,73,20,59,0.3113207547169811,0.6886792452830188,0.25316455696202533,0.7468354430379747
153,DXLG,0.0,121,0,64,0,1.0,0.0,1.0,0.0
154,EBSB,0.6296296296296297,0,100,0,85,0.0,1.0,0.0,1.0
155,EBF,0.0,93,0,92,0,1.0,0.0,1.0,0.0
156,DVAX,0.47953216374269,55,46,43,41,0.5445544554455446,0.45544554455445546,0.5119047619047619,0.4880952380952381
157,DXF,0.0,90,0,60,0,1.0,0.0,1.0,0.0
158,EBMT,0.5444444444444444,54,46,36,49,0.54,0.46,0.4235294117647059,0.5764705882352941
159,DXC,0.4050632911392405,59,39,55,32,0.6020408163265306,0.3979591836734694,0.632183908045977,0.367816091954023
160,EEA,0.0,99,0,86,0,1.0,0.0,1.0,0.0
161,EDI,0.0,97,0,88,0,1.0,0.0,1.0,0.0
162,EGOV,0.6545454545454547,0,95,0,90,0.0,1.0,0.0,1.0
163,EGBN,0.514851485148515,35,55,43,52,0.3888888888888889,0.6111111111111112,0.45263157894736844,0.5473684210526316
164,ECF,0.5476190476190478,63,33,43,46,0.65625,0.34375,0.48314606741573035,0.5168539325842697
165,EFT,0.45962732919254656,61,29,58,37,0.6777777777777778,0.32222222222222224,0.6105263157894737,0.3894736842105263
166,EGIF,0.0,88,0,97,0,1.0,0.0,1.0,0.0
167,ED,0.7108013937282229,0,83,0,102,0.0,1.0,0.0,1.0
168,EFL,0.6785714285714285,0,90,0,95,0.0,1.0,0.0,1.0
169,EIC,0.38983050847457634,54,35,37,23,0.6067415730337079,0.39325842696629215,0.6166666666666667,0.38333333333333336
170,EGP,0.7241379310344828,0,80,0,105,0.0,1.0,0.0,1.0
171,EMR,0.6181818181818183,33,53,31,68,0.38372093023255816,0.6162790697674418,0.31313131313131315,0.6868686868686869
172,ENS,0.7017543859649124,0,85,0,100,0.0,1.0,0.0,1.0
173,ELGX,0.40229885057471254,46,71,33,35,0.39316239316239315,0.6068376068376068,0.4852941176470588,0.5147058823529411
174,EMP,0.3111111111111111,29,9,22,7,0.7631578947368421,0.23684210526315788,0.7586206896551724,0.2413793103448276
175,ENSG,0.3478260869565218,52,30,75,28,0.6341463414634146,0.36585365853658536,0.7281553398058253,0.27184466019417475
176,ENVA,0.391304347826087,74,27,57,27,0.7326732673267327,0.26732673267326734,0.6785714285714286,0.32142857142857145
177,ENOB,0.5696969696969697,45,45,26,47,0.5,0.5,0.3561643835616438,0.6438356164383562
178,EME,0.3376623376623376,57,35,67,26,0.6195652173913043,0.3804347826086957,0.7204301075268817,0.27956989247311825
179,ENZ,0.6037735849056604,0,105,0,80,0.0,1.0,0.0,1.0
180,ENIC,0.5151515151515151,38,62,34,51,0.38,0.62,0.4,0.6
181,EPAM,0.6971830985915494,0,86,0,99,0.0,1.0,0.0,1.0
182,ESS,0.0,88,0,97,0,1.0,0.0,1.0,0.0
183,EQT,0.4588235294117647,54,50,42,39,0.5192307692307693,0.4807692307692308,0.5185185185185185,0.48148148148148145
184,EQBK,0.6925795053003534,0,87,0,98,0.0,1.0,0.0,1.0
185,EOT,0.37583892617449666,64,21,72,28,0.7529411764705882,0.24705882352941178,0.72,0.28
186,EPR,0.583732057416268,37,63,24,61,0.37,0.63,0.2823529411764706,0.7176470588235294
187,ESLT,0.0,98,0,87,0,1.0,0.0,1.0,0.0
188,EPAC,0.3661971830985915,20,25,20,13,0.4444444444444444,0.5555555555555556,0.6060606060606061,0.3939393939393939
189,EROS,0.14814814814814814,85,14,78,8,0.8585858585858586,0.1414141414141414,0.9069767441860465,0.09302325581395349
190,ETSY,0.5396825396825395,47,49,38,51,0.4895833333333333,0.5104166666666666,0.42696629213483145,0.5730337078651685
191,EVH,0.6925795053003534,0,87,0,98,0.0,1.0,0.0,1.0
192,EVF,0.0,108,0,77,0,1.0,0.0,1.0,0.0
193,ETRN,0.32911392405063294,41,22,31,13,0.6507936507936508,0.3492063492063492,0.7045454545454546,0.29545454545454547
194,EVFM,0.6027397260273971,32,63,24,66,0.3368421052631579,0.6631578947368421,0.26666666666666666,0.7333333333333333
195,ETTX,0.0,61,2,52,0,0.9682539682539683,0.031746031746031744,1.0,0.0
196,ETN,0.6591760299625469,6,84,7,88,0.06666666666666667,0.9333333333333333,0.07368421052631578,0.9263157894736842
197,EVRI,0.5756097560975609,39,58,29,59,0.4020618556701031,0.5979381443298969,0.32954545454545453,0.6704545454545454
198,EVRG,0.47567567567567565,44,37,60,44,0.5432098765432098,0.4567901234567901,0.5769230769230769,0.4230769230769231
199,FARM,0.0,108,0,77,0,1.0,0.0,1.0,0.0
200,EXPD,0.4050632911392405,59,32,62,32,0.6483516483516484,0.3516483516483517,0.6595744680851063,0.3404255319148936
201,EXEL,0.6063348416289592,31,65,22,67,0.3229166666666667,0.6770833333333334,0.24719101123595505,0.7528089887640449
202,EXG,0.34722222222222215,66,26,68,25,0.717391304347826,0.2826086956521739,0.7311827956989247,0.26881720430107525
203,EYEN,0.0,95,0,76,0,1.0,0.0,1.0,0.0
204,FANH,0.31999999999999995,80,21,64,20,0.7920792079207921,0.2079207920792079,0.7619047619047619,0.23809523809523808
205,EYPT,0.5583756345177665,43,55,32,55,0.4387755102040816,0.5612244897959183,0.367816091954023,0.632183908045977
206,FB,0.0,87,0,98,0,1.0,0.0,1.0,0.0
207,EYES,0.4666666666666666,70,41,39,35,0.6306306306306306,0.36936936936936937,0.527027027027027,0.47297297297297297
208,F,0.5699481865284974,47,62,21,55,0.43119266055045874,0.5688073394495413,0.27631578947368424,0.7236842105263158
209,FCN,0.6557377049180328,21,56,28,80,0.2727272727272727,0.7272727272727273,0.25925925925925924,0.7407407407407407
210,EXK,0.0,99,0,86,0,1.0,0.0,1.0,0.0
211,EZT,0.3142857142857143,65,23,73,22,0.7386363636363636,0.26136363636363635,0.7684210526315789,0.23157894736842105
212,EXPR,0.6094420600858369,23,76,15,71,0.23232323232323232,0.7676767676767676,0.1744186046511628,0.8255813953488372
213,FFNW,0.3114754098360656,82,13,71,19,0.8631578947368421,0.1368421052631579,0.7888888888888889,0.2111111111111111
214,FHB,0.6554621848739496,25,68,14,78,0.26881720430107525,0.7311827956989247,0.15217391304347827,0.8478260869565217
215,FINV,0.3170731707317073,47,65,47,26,0.41964285714285715,0.5803571428571429,0.6438356164383562,0.3561643835616438
216,FFIN,0.6568265682656826,3,89,4,89,0.03260869565217391,0.967391304347826,0.043010752688172046,0.956989247311828
217,FF,0.3142857142857143,67,33,63,22,0.67,0.33,0.7411764705882353,0.25882352941176473
218,FDUSG,0.0,16,0,11,0,1.0,0.0,1.0,0.0
219,FFA,0.6390041493775934,21,65,22,77,0.2441860465116279,0.7558139534883721,0.2222222222222222,0.7777777777777778
220,FHN,0.4161849710982659,48,53,48,36,0.4752475247524752,0.5247524752475248,0.5714285714285714,0.42857142857142855
221,FITB,0.6068376068376069,22,69,23,71,0.24175824175824176,0.7582417582417582,0.24468085106382978,0.7553191489361702
222,FISI,0.2962962962962963,70,25,70,20,0.7368421052631579,0.2631578947368421,0.7777777777777778,0.2222222222222222
223,FIT,0.4,57,45,51,32,0.5588235294117647,0.4411764705882353,0.6144578313253012,0.3855421686746988
224,FG,0.6496350364963505,0,96,0,89,0.0,1.0,0.0,1.0
225,FFG,0.4727272727272728,59,34,53,39,0.6344086021505376,0.3655913978494624,0.5760869565217391,0.42391304347826086
226,FFC,0.7328767123287672,0,78,0,107,0.0,1.0,0.0,1.0
227,FMBI,0.5025125628140703,36,66,33,50,0.35294117647058826,0.6470588235294118,0.39759036144578314,0.6024096385542169
228,FMCI,0.38095238095238093,39,13,13,8,0.75,0.25,0.6190476190476191,0.38095238095238093
229,FMY,0.0,100,0,85,0,1.0,0.0,1.0,0.0
230,FNF,0.6690647482014388,0,92,0,93,0.0,1.0,0.0,1.0
231,FIV,0.2479338842975207,79,22,69,15,0.7821782178217822,0.21782178217821782,0.8214285714285714,0.17857142857142858
232,FITBP,0.39999999999999997,20,2,19,7,0.9090909090909091,0.09090909090909091,0.7307692307692307,0.2692307692307692
233,FMC,0.6879432624113475,0,88,0,97,0.0,1.0,0.0,1.0
234,FLO,0.5497630331753555,32,65,30,58,0.32989690721649484,0.6701030927835051,0.3409090909090909,0.6590909090909091
235,FL,0.6785714285714285,0,90,0,95,0.0,1.0,0.0,1.0
236,FRPH,0.0,99,0,86,0,1.0,0.0,1.0,0.0
237,FNKO,0.0,97,1,87,0,0.9897959183673469,0.01020408163265306,1.0,0.0
238,FORR,0.5656565656565657,43,50,36,56,0.46236559139784944,0.5376344086021505,0.391304347826087,0.6086956521739131
239,FRA,0.0,92,0,93,0,1.0,0.0,1.0,0.0
240,FSM,0.5991902834008097,12,83,16,74,0.12631578947368421,0.8736842105263158,0.17777777777777778,0.8222222222222222
241,FORM,0.62882096069869,28,58,27,72,0.32558139534883723,0.6744186046511628,0.2727272727272727,0.7272727272727273
242,FNGO,0.44660194174757284,32,11,46,23,0.7441860465116279,0.2558139534883721,0.6666666666666666,0.3333333333333333
243,FORD,0.6194029850746269,0,102,0,83,0.0,1.0,0.0,1.0
244,FRO,0.6446886446886447,0,97,0,88,0.0,1.0,0.0,1.0
245,FUL,0.6642599277978339,0,93,0,92,0.0,1.0,0.0,1.0
246,FWP,0.5823754789272031,0,109,0,76,0.0,1.0,0.0,1.0
247,GAIA,0.5333333333333334,42,58,33,52,0.42,0.58,0.38823529411764707,0.611764705882353
248,FTDR,0.5874125874125875,17,43,16,42,0.2833333333333333,0.7166666666666667,0.27586206896551724,0.7241379310344828
249,GATX,0.5645933014354065,35,57,34,59,0.3804347826086957,0.6195652173913043,0.3655913978494624,0.6344086021505376
250,FTEK,0.0,119,0,66,0,1.0,0.0,1.0,0.0
251,FTSI,0.43209876543209874,42,68,24,35,0.38181818181818183,0.6181818181818182,0.4067796610169492,0.5932203389830508
252,GBLI,0.0,89,0,96,0,1.0,0.0,1.0,0.0
253,GAINL,0.0,70,0,53,0,1.0,0.0,1.0,0.0
254,FVCB,0.6297872340425532,0,87,0,74,0.0,1.0,0.0,1.0
255,GBX,0.2978723404255319,65,37,62,21,0.6372549019607843,0.3627450980392157,0.7469879518072289,0.25301204819277107
256,FUV,0.5074626865671642,35,65,34,51,0.35,0.65,0.4,0.6
257,FVRR,0.6976744186046512,0,26,0,30,0.0,1.0,0.0,1.0
258,FUNC,0.0,98,0,87,0,1.0,0.0,1.0,0.0
259,FUND,0.3916083916083916,70,25,62,28,0.7368421052631579,0.2631578947368421,0.6888888888888889,0.3111111111111111
260,GBT,0.4320987654320988,58,35,57,35,0.6236559139784946,0.3763440860215054,0.6195652173913043,0.3804347826086957
261,FULT,0.625,31,63,21,70,0.32978723404255317,0.6702127659574468,0.23076923076923078,0.7692307692307693
262,GBCI,0.6832740213523132,0,89,0,96,0.0,1.0,0.0,1.0
263,GEF,0.6690647482014388,0,92,0,93,0.0,1.0,0.0,1.0
264,GGG,0.6925795053003534,0,87,0,98,0.0,1.0,0.0,1.0
265,GEO,0.5507246376811593,35,65,28,57,0.35,0.65,0.32941176470588235,0.6705882352941176
266,GFN,0.4258064516129032,63,31,58,33,0.6702127659574468,0.32978723404255317,0.6373626373626373,0.3626373626373626
267,GHC,0.6165413533834586,1,102,0,82,0.009708737864077669,0.9902912621359223,0.0,1.0
268,GEN,0.2782608695652174,86,14,69,16,0.86,0.14,0.8117647058823529,0.18823529411764706
269,GFF,0.5853658536585366,40,58,27,60,0.40816326530612246,0.5918367346938775,0.3103448275862069,0.6896551724137931
270,GE,0.0,100,0,85,0,1.0,0.0,1.0,0.0
271,GFNCP,0.05263157894736842,81,3,69,2,0.9642857142857143,0.03571428571428571,0.971830985915493,0.028169014084507043
272,GFI,0.37419354838709673,59,35,62,29,0.6276595744680851,0.3723404255319149,0.6813186813186813,0.31868131868131866
273,GJO,0.1,40,3,15,1,0.9302325581395349,0.06976744186046512,0.9375,0.0625
274,GLRE,0.0,108,0,77,0,1.0,0.0,1.0,0.0
275,GLYC,0.5221238938053098,18,81,27,59,0.18181818181818182,0.8181818181818182,0.313953488372093,0.686046511627907
276,GIB,0.0,84,0,101,0,1.0,0.0,1.0,0.0
277,GILD,0.6738351254480287,0,91,0,94,0.0,1.0,0.0,1.0
278,GMDA,0.45833333333333337,34,21,31,22,0.6181818181818182,0.38181818181818183,0.5849056603773585,0.41509433962264153
279,GL,0.7108013937282229,0,83,0,102,0.0,1.0,0.0,1.0
280,GIFI,0.0,110,0,75,0,1.0,0.0,1.0,0.0
281,GIS,0.6832740213523132,0,89,0,96,0.0,1.0,0.0,1.0
282,GM,0.0,99,0,86,0,1.0,0.0,1.0,0.0
283,GHSI,0.10810810810810811,37,1,32,2,0.9736842105263158,0.02631578947368421,0.9411764705882353,0.058823529411764705
284,GLDI,0.5909090909090909,30,53,37,65,0.3614457831325301,0.6385542168674698,0.3627450980392157,0.6372549019607843
285,GIGM,0.0,108,0,77,0,1.0,0.0,1.0,0.0
286,GLOB,0.378698224852071,48,38,67,32,0.5581395348837209,0.4418604651162791,0.6767676767676768,0.32323232323232326
287,GNCA,0.0,113,0,72,0,1.0,0.0,1.0,0.0
288,GPN,0.7328767123287672,0,78,0,107,0.0,1.0,0.0,1.0
289,GPJA,0.5546218487394957,14,38,15,33,0.2692307692307692,0.7307692307692307,0.3125,0.6875
290,GRNV,0.0,1,2,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0
291,GPAQ,0.419753086419753,5,43,4,17,0.10416666666666667,0.8958333333333334,0.19047619047619047,0.8095238095238095
292,GPS,0.4260355029585799,52,50,47,36,0.5098039215686274,0.49019607843137253,0.5662650602409639,0.43373493975903615
293,GOGO,0.3870967741935484,60,46,49,30,0.5660377358490566,0.4339622641509434,0.620253164556962,0.379746835443038
294,GNAF,0.15384615384615383,66,4,29,3,0.9428571428571428,0.05714285714285714,0.90625,0.09375
295,GRU,0.393939393939394,69,43,37,26,0.6160714285714286,0.38392857142857145,0.5873015873015873,0.4126984126984127
296,GPK,0.7152777777777777,0,82,0,103,0.0,1.0,0.0,1.0
297,GPX,0.0,95,0,90,0,1.0,0.0,1.0,0.0
298,GRC,0.6642599277978339,0,93,0,92,0.0,1.0,0.0,1.0
299,GOOG,0.6493506493506493,29,56,25,75,0.3411764705882353,0.6588235294117647,0.25,0.75
300,GNFT,0.0,37,0,37,0,1.0,0.0,1.0,0.0
301,HA,0.302158273381295,67,32,65,21,0.6767676767676768,0.32323232323232326,0.7558139534883721,0.2441860465116279
302,GSIT,0.0,103,0,82,0,1.0,0.0,1.0,0.0
303,HALO,0.4469273743016759,46,51,48,40,0.4742268041237113,0.5257731958762887,0.5454545454545454,0.45454545454545453
304,HAL,0.4295302013422819,59,39,46,32,0.6020408163265306,0.3979591836734694,0.5897435897435898,0.41025641025641024
305,GTYH,0.0,96,0,68,0,1.0,0.0,1.0,0.0
306,GYC,0.09411764705882353,72,11,66,4,0.8674698795180723,0.13253012048192772,0.9428571428571428,0.05714285714285714
307,GTY,0.6098654708520179,30,55,32,68,0.35294117647058826,0.6470588235294118,0.32,0.68
308,GT,0.6030150753768845,46,56,23,60,0.45098039215686275,0.5490196078431373,0.27710843373493976,0.7228915662650602
309,GTX,0.3555555555555555,43,31,27,16,0.581081081081081,0.4189189189189189,0.627906976744186,0.37209302325581395
310,HBMD,0.4217687074829932,69,25,60,31,0.7340425531914894,0.26595744680851063,0.6593406593406593,0.34065934065934067
311,HBT,0.0,18,0,11,0,1.0,0.0,1.0,0.0
312,HEI,0.45901639344262296,44,48,51,42,0.4782608695652174,0.5217391304347826,0.5483870967741935,0.45161290322580644
313,HARP,0.0,51,0,34,0,1.0,0.0,1.0,0.0
314,HIBB,0.5357142857142857,21,72,32,60,0.22580645161290322,0.7741935483870968,0.34782608695652173,0.6521739130434783
315,HCC,0.5454545454545455,41,51,39,54,0.44565217391304346,0.5543478260869565,0.41935483870967744,0.5806451612903226
316,HBANN,0.31496062992125984,78,17,70,20,0.8210526315789474,0.17894736842105263,0.7777777777777778,0.2222222222222222
317,HELE,0.0,84,0,101,0,1.0,0.0,1.0,0.0
318,HFBL,0.0,70,0,25,0,1.0,0.0,1.0,0.0
319,HBAN,0.6594202898550725,0,94,0,91,0.0,1.0,0.0,1.0
